LANE DESCRIPTION,SOURCE,REGION,DESTINATION,TRUCK SIZE,UNUSED,RATE (KES)
KBL NBO F20 - NYERI 7.5T KEG,NBO,Mountain,NYERI,7.5T,,31904.17
KBL NBO F20 - NYERI 7.5T SPIRIT,NBO,Mountain,NYERI,7.5T,,31093.21
KBL NBO F20 - NYERI P/up Beer,NBO,Mountain,NYERI,P/UP,,28815.02
KBL NBO F20 - NYERI P/up Spirit,NBO,Mountain,NYERI,P/UP,,28115.02
KBL NBO F20 - OTHAYA 14T Beer,NBO,Mountain,OTHAYA,14T,,35760.31
KBL NBO F20 - Othaya 14T KEG,NBO,Mountain,OTHAYA,14T,,40073.55
KBL NBO F20 - OTHAYA 30T Beer,NBO,Mountain,OTHAYA,30T,,58583.1
KBL NBO F20 - Othaya 30T KEG,NBO,Mountain,OTHAYA,30T,,58583.1
KBL NBO F20 - OTHAYA 7.5T Beer,NBO,Mountain,OTHAYA,7.5T,,27950.0
KBL NBO F20 - Othaya 7.5T KEG,NBO,Mountain,OTHAYA,7.5T,,27909.12
KBL NBO F20 - OTHAYA P/up Beer,NBO,Mountain,OTHAYA,P/UP,,25240.72
KBL NBO F20 - RUIRU 14T BEER,NBO,Mountain,RUIRU,14T,,14111.04
KBL NBO F20 - RUIRU 14T KEG,NBO,Mountain,RUIRU,14T,,20021.04
KBL NBO F20 - Ruiru 14T SPIRIT,NBO,Mountain,RUIRU,14T,,13385.35
KBL NBO F20 - RUIRU 30T BEER,NBO,Mountain,RUIRU,30T,,15695.81
KBL NBO F20 - RUIRU 30T KEG,NBO,Mountain,RUIRU,30T,,15695.81
KBL NBO F20 - Ruiru 30T SPIRIT,NBO,Mountain,RUIRU,30T,,15695.81
KBL NBO F20 - RUIRU 7.5T BEER,NBO,Mountain,RUIRU,7.5T,,11725.33
KBL NBO F20 - RUIRU 7.5T KEG,NBO,Mountain,RUIRU,7.5T,,11753.36
KBL NBO F20 - Ruiru 7.5T SPIRIT,NBO,Mountain,RUIRU,7.5T,,10983.28
KBL NBO F20 - RUIRU P/up Beer,NBO,Mountain,RUIRU,P/UP,,10528.43
KBL NBO F20 - RUIRU P/up Spirit,NBO,Mountain,RUIRU,P/UP,,9828.43
KBL NBO F20 - RUNYENJES 14T Keg,NBO,Mountain,RUNYENJES,14T,,40841.89
KBL NBO F20 - RUNYENJES 30T Keg,NBO,Mountain,RUNYENJES,30T,,64437.0
KBL NBO F20 - RUNYENJES 7.5T Keg,NBO,Mountain,RUNYENJES,7.5T,,31705.12
KBL NBO F20 - THIKA 14T BEER,NBO,Mountain,THIKA,14T,,16729.21
KBL NBO F20 - THIKA 14T KEG,NBO,Mountain,THIKA,14T,,19211.31
KBL NBO F20 - THIKA 14T SPIRIT,NBO,Mountain,THIKA,14T,,16003.52
KBL NBO F20 - THIKA 30T BEER,NBO,Mountain,THIKA,30T,,24112.29
KBL NBO F20 - THIKA 30T KEG,NBO,Mountain,THIKA,30T,,27949.18
KBL NBO F20 - THIKA 30T SPIRIT,NBO,Mountain,THIKA,30T,,24411.15
KBL NBO F20 - THIKA 7.5T BEER,NBO,Mountain,THIKA,7.5T,,14462.5
KBL NBO F20 - THIKA 7.5T KEG,NBO,Mountain,THIKA,7.5T,,13682.99
KBL NBO F20 - THIKA 7.5T SPIRIT,NBO,Mountain,THIKA,7.5T,,12912.91
KBL NBO F20 - THIKA P/up Beer,NBO,Mountain,THIKA,P/UP,,12272.7
KBL NBO F20 - THIKA P/up Spirit,NBO,Mountain,THIKA,P/UP,,11572.7
KBL NBO F20 - WAJIR 14T Beer,NBO,Mountain,WAJIR,14T,,164354.27
KBL NBO F20 - WAJIR 14T Spirit,NBO,Mountain,WAJIR,14T,,163628.58
KBL NBO F20 - WAJIR 30T Beer,NBO,Mountain,WAJIR,30T,,266439.07
KBL NBO F20 - WAJIR 30T Spirit,NBO,Mountain,WAJIR,30T,,265976.18
KBL NBO F20 - WAJIR 7.5T Beer,NBO,Mountain,WAJIR,7.5T,,124218.35
KBL NBO F20 - WAJIR 7.5T Spirit,NBO,Mountain,WAJIR,7.5T,,123476.31
KBL NBO F20 - WAJIR P/up Beer,NBO,Mountain,WAJIR,P/UP,,112292.41
KBL NBO F20 - WAJIR P/up Spirit,NBO,Mountain,WAJIR,P/UP,,111633.29
KBL NBO F20 - BUNGOMA 14T KEG,NBO,Lake,BUNGOMA,14T,,104435.12
KBL NBO F20 - BUNGOMA 14T SPIRIT,NBO,Lake,BUNGOMA,14T,,103646.35
KBL NBO F20 - BUNGOMA 30T KEG,NBO,Lake,BUNGOMA,30T,,168145.13
KBL NBO F20 - BUNGOMA 30T SPIRIT,NBO,Lake,BUNGOMA,30T,,167292.12
KBL NBO F20 - BUNGOMA 7.5T KEG,NBO,Lake,BUNGOMA,7.5T,,79442.63
KBL NBO F20 - BUNGOMA 7.5T SPIRIT,NBO,Lake,BUNGOMA,7.5T,,79331.67
KBL NBO F20 - BUNGOMA P/up Spirit,NBO,Lake,BUNGOMA,P/UP,,71157.94
KBL NBO F20 - BUSIA 14T BEER,NBO,Lake,BUSIA,14T,,116349.58
KBL NBO F20 - BUSIA 14T SPIRIT,NBO,Lake,BUSIA,14T,,115623.88
KBL NBO F20 - BUSIA 30T BEER,NBO,Lake,BUSIA,30T,,118250.0
KBL NBO F20 - BUSIA 30T SPIRIT,NBO,Lake,BUSIA,30T,,186653.63
KBL NBO F20 - BUSIA 7.5T BEER,NBO,Lake,BUSIA,7.5T,,88515.4
KBL NBO F20 - BUSIA 7.5T SPIRIT,NBO,Lake,BUSIA,7.5T,,87773.35
KBL NBO F20 - BUSIA P/up Beer,NBO,Lake,BUSIA,P/UP,,80042.83
KBL NBO F20 - BUSIA P/up Spirit,NBO,Lake,BUSIA,P/UP,,79342.83
KBL NBO F20 - KAKAMEGA 14T BEER,NBO,Lake,KAKAMEGA,14T,,97719.33
KBL NBO F20 - KAKAMEGA 14T KEG,NBO,Lake,KAKAMEGA,14T,,97782.4
KBL NBO F20 - Kakamega 14T SPIRIT,NBO,Lake,KAKAMEGA,14T,,96993.63
KBL NBO F20 - KAKAMEGA 30T BEER,NBO,Lake,KAKAMEGA,30T,,156998.76
KBL NBO F20 - KAKAMEGA 30T KEG,NBO,Lake,KAKAMEGA,30T,,86422.55
KBL NBO F20 - Kakamega 30T SPIRIT,NBO,Lake,KAKAMEGA,30T,,156249.71
KBL NBO F20 - KAKAMEGA 7.5T BEER,NBO,Lake,KAKAMEGA,7.5T,,74511.43
KBL NBO F20 - KAKAMEGA 7.5T KEG,NBO,Lake,KAKAMEGA,7.5T,,74539.46
KBL NBO F20 - Kakamega 7.5T SPIRIT,NBO,Lake,KAKAMEGA,7.5T,,96835.27
KBL NBO F20 - KAKAMEGA P/up Beer,NBO,Lake,KAKAMEGA,P/UP,,67425.81
KBL NBO F20 - KAKAMEGA P/up Spirit,NBO,Lake,KAKAMEGA,P/UP,,66725.81
KBL NBO F20 - KISUMU 14T Beer,NBO,Lake,KISUMU,14T,,90125.58
KBL NBO F20 - Kisumu 14T KEG,NBO,Lake,KISUMU,14T,,90056.67
KBL NBO F20 - KISUMU 14T SPIRIT,NBO,Lake,KISUMU,14T,,89267.9
KBL NBO F20 - KISUMU 30T Beer,NBO,Lake,KISUMU,30T,,144412.41
KBL NBO F20 - Kisumu 30T KEG,NBO,Lake,KISUMU,30T,,144279.26
KBL NBO F20 - KISUMU 30T SPIRIT,NBO,Lake,KISUMU,30T,,143426.25
KBL NBO F20 - KISUMU 7.5T Beer,NBO,Lake,KISUMU,7.5T,,68886.35
KBL NBO F20 - Kisumu 7.5T KEG,NBO,Lake,KISUMU,7.5T,,68845.47
KBL NBO F20 - KISUMU 7.5T SPIRIT,NBO,Lake,KISUMU,7.5T,,68075.39
KBL NBO F20 - KISUMU AYOTI 14T BEER,NBO,Lake,KISUMU AYOTI,14T,,89993.59
KBL NBO F20 - KISUMU AYOTI 14T Spirit,NBO,Lake,KISUMU AYOTI,14T,,89267.9
KBL NBO F20 - KISUMU AYOTI 30T BEER,NBO,Lake,KISUMU AYOTI,30T,,144175.3
KBL NBO F20 - KISUMU AYOTI 30T Spirit,NBO,Lake,KISUMU AYOTI,30T,,143426.25
KBL NBO F20 - KISUMU AYOTI 7.5T BEER,NBO,Lake,KISUMU AYOTI,7.5T,,9039.62
KBL NBO F20 - KISUMU AYOTI 7.5T Spirit,NBO,Lake,KISUMU AYOTI,7.5T,,9039.62
KBL NBO F20 - KISUMU AYOTI P/up Beer,NBO,Lake,KISUMU AYOTI,P/UP,,62278.8
KBL NBO F20 - KISUMU AYOTI P/up Spirit,NBO,Lake,KISUMU AYOTI,P/UP,,61578.8
KBL NBO F20 - KISUMU P/up Beer,NBO,Lake,KISUMU,P/UP,,62278.8
KBL NBO F20 - KISUMU P/up Spirit,NBO,Lake,KISUMU,P/UP,,61578.8
KBL NBO F20 - MIGORI 14T SPIRIT,NBO,Lake,MIGORI,14T,,50997.92
KBL NBO F20 - MIGORI 30T SPIRIT,NBO,Lake,MIGORI,30T,,82036.7
KBL NBO F20 - MIGORI 7.5T SPIRIT,NBO,Lake,MIGORI,7.5T,,39001.54
KBL NBO F20 - MIGORI P/up Spirit,NBO,Lake,MIGORI,P/UP,,35304.52
F24 - BDC - KITHYUKO EB - Spirits - 14T,NBO,Coast,KITHYUKO,14T,,32930.95
F24 - BDC - KITHYUKO EB - Spirits - 30T,NBO,Coast,KITHYUKO,30T,,58325.43
F24 - BDC - KITHYUKO EB - Spirits - 7.5T,NBO,Coast,KITHYUKO,7.5T,,47034.5
F24 - BDC - KITHYUKO EB - Spirits - P/Up,NBO,Coast,KITHYUKO,P/UP,,23555.97
F24 - BDC - KITUI - Spirits - 14T,NBO,Coast,KITUI,14T,,36774.09
F24 - BDC - KITUI - Spirits - 30T,NBO,Coast,KITUI,30T,,58316.94
F24 - BDC - KITUI - Spirits - 7.5T,NBO,Coast,KITUI,7.5T,,32169.09
F24 - BDC - KITUI - Spirits - P/Up,NBO,Coast,KITUI,P/UP,,28515.61
F24 - BDC - MACHAKOS - Spirits - 14T,NBO,Coast,MACHAKOS,14T,,21415.77
F24 - BDC - MACHAKOS - Spirits - 30T,NBO,Coast,MACHAKOS,30T,,20095.57
F24 - BDC - MACHAKOS - Spirits - 7.5T,NBO,Coast,MACHAKOS,7.5T,,16278.87
F24 - BDC - MACHAKOS - Spirits - P/Up,NBO,Coast,MACHAKOS,P/UP,,52734.6
F24 - BDC - MALINDI - Spirits - 14T,NBO,Coast,MALINDI,14T,,122419.0
F24 - BDC - MALINDI - Spirits - 30T,NBO,Coast,MALINDI,30T,,206106.36
F24 - BDC - MALINDI - Spirits - 7.5T,NBO,Coast,MALINDI,7.5T,,93605.21
F24 - BDC - MALINDI - Spirits - P/Up,NBO,Coast,MALINDI,P/UP,,88700.19
F24 - BDC - MOMBASA - Spirits - 14T,NBO,Coast,MOMBASA,14T,,106526.95
F24 - BDC - MOMBASA - Spirits - 30T,NBO,Coast,MOMBASA,30T,,107137.1
F24 - BDC - MOMBASA - Spirits - 7.5T,NBO,Coast,MOMBASA,7.5T,,80376.99
F24 - BDC - MOMBASA - Spirits - P/Up,NBO,Coast,MOMBASA,P/UP,,78112.25
F24 - BDC - NYALI - Spirits - 14T,NBO,Coast,NYALI,14T,,104228.12
F24 - BDC - NYALI - Spirits - 30T,NBO,Coast,NYALI,30T,,122347.19
F24 - BDC - NYALI - Spirits - 7.5T,NBO,Coast,NYALI,7.5T,,81546.7
F24 - BDC - NYALI - Spirits - P/Up,NBO,Coast,NYALI,P/UP,,60900.91
F24 - BDC - TALA - Spirits - 14T,NBO,Coast,TALA,14T,,19439.59
F24 - BDC - TALA - Spirits - 30T,NBO,Coast,TALA,30T,,40033.23
F24 - BDC - TALA - Spirits - 7.5T,NBO,Coast,TALA,7.5T,,38785.36
F24 - BDC - TALA - Spirits - P/Up,NBO,Coast,TALA,P/UP,,59549.02
F24 - BDC - VOI - Spirits - 14T,NBO,Coast,VOI,14T,,74242.88
F24 - BDC - VOI - Spirits - 30T,NBO,Coast,VOI,30T,,86567.94
F24 - BDC - VOI - Spirits - 7.5T,NBO,Coast,VOI,7.5T,,63318.38
F24 - BDC - VOI - Spirits - P/Up,NBO,Coast,VOI,P/UP,,60617.46
F24 -BDC -DIANI - Beer - 14T,NBO,Coast,DIANI,14T,,113120.88
F24 -BDC -DIANI - Beer - 30T,NBO,Coast,DIANI,30T,,130007.02
F24 -BDC -DIANI - Beer - 7.5T,NBO,Coast,DIANI,7.5T,,88582.79
F24 -BDC -DIANI - Beer - P/up,NBO,Coast,DIANI,P/UP,,70444.25
F24 -BDC -EMALI - Beer - 14T,NBO,Coast,EMALI,14T,,33924.14
F24 -BDC -EMALI - Beer - 30T,NBO,Coast,EMALI,30T,,44499.46
F24 -BDC -EMALI - Beer - 7.5T,NBO,Coast,EMALI,7.5T,,44420.85
F24 -BDC -EMALI - Beer - P/up,NBO,Coast,EMALI,P/UP,,37850.93
F24 -BDC -KITUI - Beer - 14T,NBO,Coast,KITUI,14T,,36848.98
F24 -BDC -KITUI - Beer - 30T,NBO,Coast,KITUI,30T,,58459.92
F24 -BDC -KITUI - Beer - 7.5T,NBO,Coast,KITUI,7.5T,,32169.09
F24 -BDC -KITUI - Beer - P/up,NBO,Coast,KITUI,P/UP,,28515.61
F24 -BDC -MACHAKOS - Beer - 14T,NBO,Coast,MACHAKOS,14T,,21415.77
F24 -BDC -MACHAKOS - Beer - 30T,NBO,Coast,MACHAKOS,30T,,20095.57
F24 -BDC -MACHAKOS - Beer - 7.5T,NBO,Coast,MACHAKOS,7.5T,,16278.87
F24 -BDC -MACHAKOS - Beer - P/up,NBO,Coast,MACHAKOS,P/UP,,52734.6
F24 -BDC -MOMBASA - Beer - 14T,NBO,Coast,MOMBASA,14T,,106601.84
F24 -BDC -MOMBASA - Beer - 30T,NBO,Coast,MOMBASA,30T,,107280.08
F24 -BDC -MOMBASA - Beer - 7.5T,NBO,Coast,MOMBASA,7.5T,,79894.43
F24 -BDC -MOMBASA - Beer - P/up,NBO,Coast,MOMBASA,P/UP,,78112.25
F24 -BDC -NYALI - Beer - 14T,NBO,Coast,NYALI,14T,,104228.12
F24 -BDC -NYALI - Beer - 30T,NBO,Coast,NYALI,30T,,122490.18
F24 -BDC -NYALI - Beer - 7.5T,NBO,Coast,NYALI,7.5T,,81047.18
F24 -BDC -NYALI - Beer - P/up,NBO,Coast,NYALI,P/UP,,60900.91
F24 -BDC -TALA - Beer - 14T,NBO,Coast,TALA,14T,,19439.59
F24 -BDC -TALA - Beer - 30T,NBO,Coast,TALA,30T,,40176.21
F24 -BDC -TALA - Beer - 7.5T,NBO,Coast,TALA,7.5T,,38785.36
F24 -BDC -TALA - Beer - P/up,NBO,Coast,TALA,P/UP,,59549.02
F24 -BDC -UKUNDA - Beer - 14T,NBO,Coast,UKUNDA,14T,,124561.68
F24 -BDC -UKUNDA - Beer - 30T,NBO,Coast,UKUNDA,30T,,142385.0
F24 -BDC -UKUNDA - Beer - 7.5T,NBO,Coast,UKUNDA,7.5T,,95184.24
F24 -BDC -UKUNDA - Beer - P/up,NBO,Coast,UKUNDA,P/UP,,95444.08
F24 -BDC -VOI - Beer - 14T,NBO,Coast,VOI,14T,,74317.78
F24 -BDC -VOI - Beer - 30T,NBO,Coast,VOI,30T,,86710.93
F24 -BDC -VOI - Beer - 7.5T,NBO,Coast,VOI,7.5T,,64038.38
F24 -BDC -VOI - Beer - P/up,NBO,Coast,VOI,P/UP,,60617.46
KBL NBO F20 - Changamwe 14T KEG,NBO,Coast,CHANGAMWE,14T,,118946.77
KBL NBO F20 - Changamwe 14T SPIRIT,NBO,Coast,CHANGAMWE,14T,,118158.0
KBL NBO F20 - Changamwe 30T KEG,NBO,Coast,CHANGAMWE,30T,,104358.11
KBL NBO F20 - Changamwe 30T SPIRIT,NBO,Coast,CHANGAMWE,30T,,191453.4
KBL NBO F20 - Changamwe 7.5T KEG,NBO,Coast,CHANGAMWE,7.5T,,90174.56
KBL NBO F20 - Changamwe 7.5T SPIRIT,NBO,Coast,CHANGAMWE,7.5T,,89404.48
KBL NBO F20 - CHANGAMWE P/up Spirit,NBO,Coast,CHANGAMWE,P/UP,,66630.39
KBL NBO F20 - EMALI 14T BEER,NBO,Coast,EMALI,14T,,33924.14
KBL NBO F20 - EMALI 14T KEG,NBO,Coast,EMALI,14T,,33924.14
KBL NBO F20 - EMALI 14T SPIRIT,NBO,Coast,EMALI,14T,,33924.14
KBL NBO F20 - EMALI 30T BEER,NBO,Coast,EMALI,30T,,44499.46
KBL NBO F20 - EMALI 30T KEG,NBO,Coast,EMALI,30T,,44499.46
KBL NBO F20 - EMALI 30T SPIRIT,NBO,Coast,EMALI,30T,,44499.46
KBL NBO F20 - EMALI 7.5T BEER,NBO,Coast,EMALI,7.5T,,28671.92
KBL NBO F20 - EMALI 7.5T KEG,NBO,Coast,EMALI,7.5T,,28699.96
KBL NBO F20 - EMALI 7.5T SPIRIT,NBO,Coast,EMALI,7.5T,,27929.88
KBL NBO F20 - EMALI P/up Beer,NBO,Coast,EMALI,P/UP,,25955.58
KBL NBO F20 - EMALI P/up Spirit,NBO,Coast,EMALI,P/UP,,25255.58
KBL NBO F20 - Hola 14T KEG,NBO,Coast,HOLA,14T,,119846.31
KBL NBO F20 - Hola 30T KEG,NBO,Coast,HOLA,30T,,193205.95
KBL NBO F20 - Hola 7.5T KEG,NBO,Coast,HOLA,7.5T,,91074.1
KBL NBO F20 - KIBWEZI 14T BEER,NBO,Coast,KIBWEZI,14T,,53026.55
KBL NBO F20 - KIBWEZI 14T Keg,NBO,Coast,KIBWEZI,14T,,53089.62
KBL NBO F20 - KIBWEZI 14T SPIRIT,NBO,Coast,KIBWEZI,14T,,52300.85
KBL NBO F20 - KIBWEZI 30T BEER,NBO,Coast,KIBWEZI,30T,,84227.34
KBL NBO F20 - KIBWEZI 30T Keg,NBO,Coast,KIBWEZI,30T,,84331.29
KBL NBO F20 - KIBWEZI 30T SPIRIT,NBO,Coast,KIBWEZI,30T,,83478.28
KBL NBO F20 - KIBWEZI 7.5T BEER,NBO,Coast,KIBWEZI,7.5T,,40877.22
KBL NBO F20 - KIBWEZI 7.5T Keg,NBO,Coast,KIBWEZI,7.5T,,40905.25
KBL NBO F20 - KIBWEZI 7.5T SPIRIT,NBO,Coast,KIBWEZI,7.5T,,40135.17
KBL NBO F20 - KIBWEZI P/up Beer,NBO,Coast,KIBWEZI,P/UP,,37051.67
KBL NBO F20 - KIBWEZI P/up Spirit,NBO,Coast,KIBWEZI,P/UP,,36351.67
KBL NBO F20 - KILIFI 14T Keg,NBO,Coast,KILIFI,14T,,132012.16
KBL NBO F20 - KILIFI 14T Spirit,NBO,Coast,KILIFI,14T,,131223.39
KBL NBO F20 - KILIFI 30T Keg,NBO,Coast,KILIFI,30T,,212755.76
KBL NBO F20 - KILIFI 30T Spirit,NBO,Coast,KILIFI,30T,,212188.91
KBL NBO F20 - KILIFI 7.5T Keg,NBO,Coast,KILIFI,7.5T,,100363.21
KBL NBO F20 - KILIFI 7.5T Spirit,NBO,Coast,KILIFI,7.5T,,99593.13
KBL NBO F20 - KILIFI P/up Spirit,NBO,Coast,KILIFI,P/UP,,90044.47
KBL NBO F20 - KITHYUKO 14T KEG,NBO,Coast,KITHYUKO,14T,,32930.95
KBL NBO F20 - KITHYUKO 14T SPIRIT,NBO,Coast,KITHYUKO,14T,,32930.95
KBL NBO F20 - KITHYUKO 30T KEG,NBO,Coast,KITHYUKO,30T,,58325.43
KBL NBO F20 - KITHYUKO 30T SPIRIT,NBO,Coast,KITHYUKO,30T,,58325.43
KBL NBO F20 - KITHYUKO 7.5T KEG,NBO,Coast,KITHYUKO,7.5T,,30123.45
KBL NBO F20 - KITHYUKO 7.5T SPIRIT,NBO,Coast,KITHYUKO,7.5T,,29353.37
KBL NBO F20 - KITHYUKO P/up Spirit,NBO,Coast,KITHYUKO,P/UP,,26542.33
KBL NBO F20 - KITUI 14T BEER,NBO,Coast,KITUI,14T,,43500.1
KBL NBO F20 - KITUI 14T KEG,NBO,Coast,KITUI,14T,,43563.17
KBL NBO F20 - KITUI 14T SPIRIT,NBO,Coast,KITUI,14T,,42774.4
KBL NBO F20 - KITUI 30T BEER,NBO,Coast,KITUI,30T,,50287.37
KBL NBO F20 - KITUI 30T KEG,NBO,Coast,KITUI,30T,,70273.55
KBL NBO F20 - KITUI 30T SPIRIT,NBO,Coast,KITUI,30T,,69420.54
KBL NBO F20 - KITUI 7.5T BEER,NBO,Coast,KITUI,7.5T,,32169.09
KBL NBO F20 - KITUI 7.5T KEG,NBO,Coast,KITUI,7.5T,,32169.09
KBL NBO F20 - KITUI 7.5T SPIRIT,NBO,Coast,KITUI,7.5T,,32169.09
KBL NBO F20 - KITUI P/up Beer,NBO,Coast,KITUI,P/UP,,30817.44
KBL NBO F20 - KITUI P/up Spirit,NBO,Coast,KITUI,P/UP,,30117.44
KBL NBO F20 - LAMU 14T Beer,NBO,Coast,LAMU,14T,,118924.83
KBL NBO F20 - LAMU 14T Spirit,NBO,Coast,LAMU,14T,,118199.13
KBL NBO F20 - LAMU 30T Beer,NBO,Coast,LAMU,30T,,191677.17
KBL NBO F20 - LAMU 30T Spirit,NBO,Coast,LAMU,30T,,191214.27
KBL NBO F20 - LAMU 7.5T Beer,NBO,Coast,LAMU,7.5T,,90413.4
KBL NBO F20 - LAMU 7.5T Spirit,NBO,Coast,LAMU,7.5T,,89671.35
KBL NBO F20 - LAMU P/up Beer,NBO,Coast,LAMU,P/UP,,81758.5
KBL NBO F20 - LAMU P/up Spirit,NBO,Coast,LAMU,P/UP,,81099.38
KBL NBO F20 - LOITOKTOK 14T Beer,NBO,Coast,LOITOKTOK,14T,,51079.8
KBL NBO F20 - LOITOKTOK 30T Beer,NBO,Coast,LOITOKTOK,30T,,81430.98
KBL NBO F20 - LOITOKTOK 7.5T Beer,NBO,Coast,LOITOKTOK,7.5T,,39269.09
KBL NBO F20 - LOITOKTOK P/up Beer,NBO,Coast,LOITOKTOK,P/UP,,35534.72
KBL NBO F20 - MACHAKOS 14T BEER,NBO,Coast,MACHAKOS,14T,,21415.77
KBL NBO F20 - MACHAKOS 14T KEG,NBO,Coast,MACHAKOS,14T,,21415.77
KBL NBO F20 - MACHAKOS 14T SPIRIT,NBO,Coast,MACHAKOS,14T,,21415.77
KBL NBO F20 - MACHAKOS 30T BEER,NBO,Coast,MACHAKOS,30T,,20095.57
KBL NBO F20 - MACHAKOS 30T KEG,NBO,Coast,MACHAKOS,30T,,20095.57
KBL NBO F20 - MACHAKOS 30T SPIRIT,NBO,Coast,MACHAKOS,30T,,20095.57
KBL NBO F20 - MACHAKOS 7.5T BEER,NBO,Coast,MACHAKOS,7.5T,,16278.87
KBL NBO F20 - MACHAKOS 7.5T KEG,NBO,Coast,MACHAKOS,7.5T,,16278.87
KBL NBO F20 - MACHAKOS 7.5T SPIRIT,NBO,Coast,MACHAKOS,7.5T,,16278.87
KBL NBO F20 - MACHAKOS P/up Beer,NBO,Coast,MACHAKOS,P/UP,,17131.67
KBL NBO F20 - MACHAKOS P/up Spirit,NBO,Coast,MACHAKOS,P/UP,,16431.67
KBL NBO F20 - MALINDI 14T BEER,NBO,Coast,MALINDI,14T,,141177.05
KBL NBO F20 - Malindi 14T SPIRIT,NBO,Coast,MALINDI,14T,,140451.36
KBL NBO F20 - MALINDI 30T BEER,NBO,Coast,MALINDI,30T,,206106.36
KBL NBO F20 - Malindi 30T SPIRIT,NBO,Coast,MALINDI,30T,,206106.36
KBL NBO F20 - MALINDI 7.5T BEER,NBO,Coast,MALINDI,7.5T,,107136.35
KBL NBO F20 - Malindi 7.5T SPIRIT,NBO,Coast,MALINDI,7.5T,,106394.3
KBL NBO F20 - MALINDI P/up Beer,NBO,Coast,MALINDI,P/UP,,96851.41
KBL NBO F20 - MALINDI P/up Spirit,NBO,Coast,MALINDI,P/UP,,96151.41
KBL NBO F20 - MARIAKANI 14T Beer,NBO,Coast,MARIAKANI,14T,,113988.93
KBL NBO F20 - MARIAKANI 14T Spirit,NBO,Coast,MARIAKANI,14T,,113420.92
KBL NBO F20 - MARIAKANI 30T Beer,NBO,Coast,MARIAKANI,30T,,183484.4
KBL NBO F20 - MARIAKANI 30T Spirit,NBO,Coast,MARIAKANI,30T,,183021.51
KBL NBO F20 - MARIAKANI 7.5T Beer,NBO,Coast,MARIAKANI,7.5T,,86844.47
KBL NBO F20 - MARIAKANI 7.5T Spirit,NBO,Coast,MARIAKANI,7.5T,,86144.47
KBL NBO F20 - MARIAKANI P/up Beer,NBO,Coast,MARIAKANI,P/UP,,78470.14
KBL NBO F20 - MARIAKANI P/up Spirit,NBO,Coast,MARIAKANI,P/UP,,77811.02
KBL NBO F20 - MATUU 14T KEG,NBO,Coast,MATUU,14T,,30884.27
KBL NBO F20 - MATUU 14T SPIRIT,NBO,Coast,MATUU,14T,,30095.5
KBL NBO F20 - MATUU 30T KEG,NBO,Coast,MATUU,30T,,47908.99
KBL NBO F20 - MATUU 30T SPIRIT,NBO,Coast,MATUU,30T,,47342.14
KBL NBO F20 - MATUU 7.5T KEG,NBO,Coast,MATUU,7.5T,,24366.18
KBL NBO F20 - MATUU 7.5T SPIRIT,NBO,Coast,MATUU,7.5T,,23596.1
KBL NBO F20 - MATUU P/up Spirit,NBO,Coast,MATUU,P/UP,,21379.02
KBL NBO F20 - MOMBASA 14T BEER,NBO,Coast,MOMBASA,14T,,122102.76
KBL NBO F20 - MOMBASA 14T SPIRIT,NBO,Coast,MOMBASA,14T,,121377.06
KBL NBO F20 - MOMBASA 30T BEER,NBO,Coast,MOMBASA,30T,,197545.56
KBL NBO F20 - MOMBASA 30T SPIRIT,NBO,Coast,MOMBASA,30T,,196796.5
KBL NBO F20 - MOMBASA 7.5T BEER,NBO,Coast,MOMBASA,7.5T,,92519.03
KBL NBO F20 - MOMBASA 7.5T SPIRIT,NBO,Coast,MOMBASA,7.5T,,91776.98
KBL NBO F20 - MOMBASA P/up Beer,NBO,Coast,MOMBASA,P/UP,,84474.97
KBL NBO F20 - MOMBASA P/up Spirit,NBO,Coast,MOMBASA,P/UP,,83774.97
KBL NBO F20 - MTONGWE 14T Beer,NBO,Coast,MTONGWE,14T,,123216.9
KBL NBO F20 - MTONGWE 14T Spirit,NBO,Coast,MTONGWE,14T,,122491.21
KBL NBO F20 - MTONGWE 30T Beer,NBO,Coast,MTONGWE,30T,,198801.3
KBL NBO F20 - MTONGWE 30T Spirit,NBO,Coast,MTONGWE,30T,,198338.41
KBL NBO F20 - MTONGWE 7.5T Beer,NBO,Coast,MTONGWE,7.5T,,93576.73
KBL NBO F20 - MTONGWE 7.5T Spirit,NBO,Coast,MTONGWE,7.5T,,92834.68
KBL NBO F20 - MTONGWE P/up Beer,NBO,Coast,MTONGWE,P/UP,,84617.94
KBL NBO F20 - MTONGWE P/up Spirit,NBO,Coast,MTONGWE,P/UP,,83958.82
KBL NBO F20 - MWINGI 14T BEER,NBO,Coast,MWINGI,14T,,38427.58
KBL NBO F20 - MWINGI 14T KEG,NBO,Coast,MWINGI,14T,,38427.58
KBL NBO F20 - MWINGI 14T SPIRIT,NBO,Coast,MWINGI,14T,,38427.58
KBL NBO F20 - MWINGI 30T BEER,NBO,Coast,MWINGI,30T,,49235.99
KBL NBO F20 - MWINGI 30T KEG,NBO,Coast,MWINGI,30T,,37008.97
KBL NBO F20 - MWINGI 30T SPIRIT,NBO,Coast,MWINGI,30T,,70591.33
KBL NBO F20 - MWINGI 7.5T BEER,NBO,Coast,MWINGI,7.5T,,28243.26
KBL NBO F20 - MWINGI 7.5T Keg,NBO,Coast,MWINGI,7.5T,,28243.26
